id,state,abbrev,county,Population2020,BuildingValue,Areasqmi,NationalRiskIndexValueComposite,NationalRiskIndexScoreComposite,NationalRiskIndexRatingComposite,ExpectedAnnualLossScoreComposite,ExpectedAnnualLossRatingComposite,ExpectedAnnualLossTotalComposite,ExpectedAnnualLossBuildingValueComposite,ExpectedAnnualLossPopulationComposite,ExpectedAnnualLossPopulationEquivalenceComposite,SocialVulnerabilityScore,SocialVulnerabilityRating,CommunityResilienceScore,CommunityResilienceRating,CommunityResilienceValue,CommunityRiskFactorValue,AvalancheHistoricLossRatioTotalRating,AvalancheExpectedAnnualLossRating,AvalancheHazardTypeRiskIndexRating,ColdWaveExposureImpactedAreasqmi,ColdWaveHistoricLossRatioTotalRating,ColdWaveExpectedAnnualLossRating,ColdWaveHazardTypeRiskIndexRating,DroughtExposureImpactedAreasqmi,DroughtHistoricLossRatioTotalRating,DroughtExpectedAnnualLossRating,DroughtHazardTypeRiskIndexRating,EarthquakeExposureImpactedAreasqmi,EarthquakeExposureBuildingValue,EarthquakeExposurePopulation,EarthquakeExposurePopulationEquivalence,EarthquakeExposureTotal,EarthquakeHistoricLossRatioBuildings,EarthquakeHistoricLossRatioTotalRating,EarthquakeExpectedAnnualLossBuildingValue,EarthquakeExpectedAnnualLossPopulationEquivalence,EarthquakeExpectedAnnualLossTotal,EarthquakeExpectedAnnualLossScore,EarthquakeExpectedAnnualLossRating,EarthquakeHazardTypeRiskIndexValue,EarthquakeHazardTypeRiskIndexScore,EarthquakeHazardTypeRiskIndexRating,HailNumberofEvents,HailAnnualizedFrequency,HailExposureImpactedAreasqmi,HailExposureBuildingValue,HailExposurePopulation,HailExposurePopulationEquivalence,HailExposureTotal,HailHistoricLossRatioTotalRating,HailExpectedAnnualLossBuildingValue,HailExpectedAnnualLossPopulationEquivalence,HailExpectedAnnualLossTotal,HailExpectedAnnualLossScore,HailExpectedAnnualLossRating,HailHazardTypeRiskIndexValue,HailHazardTypeRiskIndexScore,HailHazardTypeRiskIndexRating,HeatWaveExposureImpactedAreasqmi,HeatWaveHistoricLossRatioTotalRating,HeatWaveExpectedAnnualLossRating,HeatWaveHazardTypeRiskIndexRating,IceStormAnnualizedFrequency,IceStormExposureImpactedAreasqmi,IceStormExposureBuildingValue,IceStormExposurePopulation,IceStormExposurePopulationEquivalence,IceStormExposureTotal,IceStormHistoricLossRatioTotalRating,IceStormExpectedAnnualLossBuildingValue,IceStormExpectedAnnualLossPopulationEquivalence,IceStormExpectedAnnualLossTotal,IceStormExpectedAnnualLossScore,IceStormExpectedAnnualLossRating,IceStormHazardTypeRiskIndexValue,IceStormHazardTypeRiskIndexScore,IceStormHazardTypeRiskIndexRating,LandslideHistoricLossRatioTotalRating,LandslideExpectedAnnualLossRating,LandslideHazardTypeRiskIndexRating,LightningNumberofEvents,LightningAnnualizedFrequency,LightningExposureImpactedAreasqmi,LightningExposureBuildingValue,LightningExposurePopulation,LightningExposurePopulationEquivalence,LightningExposureTotal,LightningHistoricLossRatioTotalRating,LightningExpectedAnnualLossBuildingValue,LightningExpectedAnnualLossPopulationEquivalence,LightningExpectedAnnualLossTotal,LightningExpectedAnnualLossScore,LightningExpectedAnnualLossRating,LightningHazardTypeRiskIndexValue,LightningHazardTypeRiskIndexScore,LightningHazardTypeRiskIndexRating,RiverineFloodingHistoricLossRatioTotalRating,RiverineFloodingExpectedAnnualLossRating,RiverineFloodingHazardTypeRiskIndexRating,StrongWindNumberofEvents,StrongWindAnnualizedFrequency,StrongWindExposureImpactedAreasqmi,StrongWindExposureBuildingValue,StrongWindExposurePopulation,StrongWindExposurePopulationEquivalence,StrongWindExposureTotal,StrongWindHistoricLossRatioTotalRating,StrongWindExpectedAnnualLossBuildingValue,StrongWindExpectedAnnualLossPopulationEquivalence,StrongWindExpectedAnnualLossTotal,StrongWindExpectedAnnualLossScore,StrongWindExpectedAnnualLossRating,StrongWindHazardTypeRiskIndexValue,StrongWindHazardTypeRiskIndexScore,StrongWindHazardTypeRiskIndexRating,TornadoAnnualizedFrequency,TornadoExposureImpactedAreasqmi,TornadoExposureBuildingValue,TornadoExposurePopulation,TornadoExposurePopulationEquivalence,TornadoExposureTotal,TornadoHistoricLossRatioTotalRating,TornadoExpectedAnnualLossBuildingValue,TornadoExpectedAnnualLossPopulationEquivalence,TornadoExpectedAnnualLossTotal,TornadoExpectedAnnualLossScore,TornadoExpectedAnnualLossRating,TornadoHazardTypeRiskIndexValue,TornadoHazardTypeRiskIndexScore,TornadoHazardTypeRiskIndexRating,WildfireExposureImpactedAreasqmi,WildfireExposureBuildingValue,WildfireExposurePopulation,WildfireExposurePopulationEquivalence,WildfireExposureTotal,WildfireHistoricLossRatioTotalRating,WildfireExpectedAnnualLossBuildingValue,WildfireExpectedAnnualLossPopulationEquivalence,WildfireExpectedAnnualLossTotal,WildfireExpectedAnnualLossScore,WildfireExpectedAnnualLossRating,WildfireHazardTypeRiskIndexValue,WildfireHazardTypeRiskIndexScore,WildfireHazardTypeRiskIndexRating,WinterWeatherNumberofEvents,WinterWeatherAnnualizedFrequency,WinterWeatherExposureImpactedAreasqmi,WinterWeatherExposureBuildingValue,WinterWeatherExposurePopulation,WinterWeatherExposurePopulationEquivalence,WinterWeatherExposureTotal,WinterWeatherHistoricLossRatioTotalRating,WinterWeatherExpectedAnnualLossBuildingValue,WinterWeatherExpectedAnnualLossPopulationEquivalence,WinterWeatherExpectedAnnualLossTotal,WinterWeatherExpectedAnnualLossScore,WinterWeatherExpectedAnnualLossRating,WinterWeatherHazardTypeRiskIndexValue,WinterWeatherHazardTypeRiskIndexScore,WinterWeatherHazardTypeRiskIndexRating
130,North Dakota,ND,Cavalier,3703,1975382680,1525.078,3290722.729,27.044,Very Low,34.54,Very Low,3581677.423,1295389.34,0.012,136510.908,18.2,Very Low,43.51,Relatively Moderate,2.571,0.919,Not Applicable,Not Applicable,Not Applicable,1525.075,Relatively Low,Very High,Relatively High,1525.075,Very Low,Relatively Low,Very Low,1525.075,1975360000,3704,42966400000,44941760000,0.006,Very Low,469.8,64.282,534.082,1.826,Very Low,543.137,1.654,Very Low,81,2.374,1525.075,1975382680,3703,42954800000,45252009965,Relatively High,19431.609,186.236,179088.116,65.043,Relatively Low,155936.351,58.002,Relatively Low,1525.075,No Rating,No Expected Annual Losses,No Rating,0.429,1525.075,1975382680,3703,42954800000,44930182680,Very High,358984.518,18258.868,377243.386,85.31,Relatively High,370342.734,83.511,Relatively Moderate,Relatively High,Very Low,Very Low,390,17.685,1525.075,1975382680,3703,42954800000,44930182680,Relatively High,6435.381,11640.458,18075.839,11.873,Very Low,18449.206,10.039,Very Low,Relatively Moderate,Very Low,Very Low,36,1.034,1525.075,1975382680,3703,42954800000,45252009965,Very High,299987.118,8159.605,362548.74,54.994,Relatively Low,353830.008,47.057,Relatively Low,0.613,1525.078,1975382680,3703,42954800000,45252009965,Relatively Low,131687.665,6128.876,143347.562,18.952,Very Low,142066.953,15.177,Very Low,70.836,158035716.2,228.718,2653134579,2828262990,Relatively Moderate,30936.779,148.998,31268.219,46.739,Very Low,27195.256,43.143,Very Low,102.001,6.316,1525.075,1975382680,3703,42954800000,45252009965,Very High,317581.3,26007.78,343877.078,89.632,Relatively High,341929.349,87.751,Relatively High
131,North Dakota,ND,Dickey,4995,1862747725,1153.688,3041696.739,24.085,Very Low,34.2,Very Low,3556654.635,1465537.858,0.061,702348.434,5.73,Very Low,69.51,Relatively High,2.672,0.855,Not Applicable,Not Applicable,Not Applicable,1153.688,Relatively Low,Relatively High,Relatively High,1153.688,Very Low,Very Low,Very Low,1153.688,1862712000,4999,57988400000,59851112000,0.012,Relatively Low,2023.8,392.559,2416.359,6.314,Very Low,2270.046,5.568,Very Low,132,3.857,1153.688,1862747725,4995,57942000000,60062951361,Relatively High,199107.522,18084.19,427928.02,80.18,Relatively Moderate,359029.375,74.578,Relatively Low,1153.688,Relatively Low,Relatively Low,Relatively Low,0.479,1153.688,1862747725,4995,57942000000,59804747725,Relatively High,70570.575,30234.263,100804.838,61.292,Relatively Moderate,90946.151,56.129,Relatively Low,Relatively High,Very Low,Very Low,673,30.569,1153.688,1862747725,4995,57942000000,59804747725,Relatively Low,5184.193,2077.436,7261.629,4.022,Very Low,6616.969,2.896,Very Low,Very High,Very Low,Very Low,79,2.313,1153.688,1862747725,4995,57942000000,60062951361,Very High,281168.505,43796.546,505546.478,65.881,Relatively Moderate,434278.091,54.025,Relatively Low,0.559,1153.688,1862747725,4995,57942000000,60062951361,Relatively Low,290015.112,26279.788,324710.232,28.257,Relatively Low,292437.39,23.035,Very Low,123.286,289428846.9,752.349,8727248204,9054290818,Relatively Moderate,61003.459,2833.399,64166.69,58.384,Very Low,55942.67,55.075,Very Low,134,8.297,1153.688,1862747725,4995,57942000000,60062951361,Very High,554239.743,226677.074,781227.641,96.255,Very High,710039.012,95.068,Relatively High
132,North Dakota,ND,Divide,2195,3673673790,1307.665,2621564.774,19.663,Very Low,21.851,Very Low,2398204.04,1533239.963,0.029,337994.468,15.5,Very Low,36.35,Relatively Low,2.543,1.093,Not Applicable,Not Applicable,Not Applicable,1307.665,Relatively Low,Relatively High,Relatively High,1307.665,Very Low,Very Low,Very Low,1307.665,3673659000,2195,25462000000,29135659000,0.014,Relatively High,5326.5,821.072,6147.572,12.937,Very Low,6720.137,13.045,Very Low,44,1.284,1307.665,3673673790,2195,25462000000,29217624119,Very High,88551.565,2635.232,130162.674,58.561,Relatively Low,142285.592,55.838,Relatively Low,1307.665,Relatively Low,Very Low,Very Low,0.447,1307.665,3673673790,2195,25462000000,29135673790,Very High,352804.483,11258.364,364062.847,84.977,Relatively High,397970.448,84.51,Relatively Moderate,Relatively High,Very Low,Very Low,441,20.015,1307.665,3673673790,2195,25462000000,29135673790,Relatively High,8018.601,6624.841,14643.442,9.331,Very Low,16007.284,8.462,Very Low,No Rating,No Expected Annual Losses,No Rating,27,0.774,1307.665,3673673790,2195,25462000000,29217624119,Very High,321262.398,13455.224,347922.052,53.691,Relatively Low,380326.353,49.602,Relatively Low,0.161,1307.665,3673673790,2195,25462000000,29217624119,Relatively High,150133.863,23054.365,173790.045,21.154,Very Low,189976.271,18.295,Very Low,102.306,819566119.3,246.94,2864502399,3695472759,Very High,36828.338,6.152,36854.873,49.634,Very Low,40287.413,50.143,Very Low,71,4.396,1307.665,3673673790,2195,25462000000,29217624119,Very High,561410.683,35243.297,596705.027,94.553,Relatively High,652280.145,94.273,Relatively High
133,North Dakota,ND,Dunn,4088,2063418312,2103.074,3706112.704,30.894,Very Low,27.824,Very Low,2891509.603,1772406.968,0.062,718446.114,39.21,Relatively Low,36.19,Relatively Low,2.542,1.282,Not Applicable,Not Applicable,Not Applicable,2043.469,Relatively Low,Relatively High,Relatively High,2043.469,Very Low,Very Low,Very Low,2043.469,2063404000,4095,47502000000,49565404000,0.007,Very Low,708.7,103.782,812.482,2.693,Very Low,1041.376,2.895,Very Low,79,2.387,2043.469,2063418312,4088,47420800000,49573177052,Very High,260501.352,14592.845,349778.079,77.636,Relatively Low,448318.408,78.142,Relatively Low,2043.469,Relatively Low,Relatively Low,Relatively Low,0.621,2043.469,2063418272,4088,47420800000,49484218272,Very High,266857.563,30359.793,297217.356,82.478,Relatively Moderate,380950.151,84.011,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Moderate,459,21.457,2043.469,2063418312,4088,47420800000,49484218312,Relatively High,5469.2,12157.824,17627.024,11.583,Very Low,22592.952,13.031,Very Low,Relatively Moderate,Very Low,Very Low,45,1.348,2043.469,2063418312,4088,47420800000,49573177052,Very High,254226.816,50787.776,320725.218,51.241,Relatively Low,411080.704,52.084,Relatively Low,0.717,2103.074,2063418312,4088,47420800000,49573177052,Relatively Low,186691.49,103692.597,292824.518,27.078,Very Low,375319.752,26.408,Very Low,102.057,787798047.6,1320.08,15312925170,16121225984,Very High,268989.955,206.646,269369.02,75.501,Relatively Low,345256.314,76.106,Relatively Low,70,4.461,2043.469,2063418272,4088,47420800000,49573177012,Very High,397711.426,80323.993,478090.051,92.386,Relatively High,612778.741,93.859,Relatively High
134,North Dakota,ND,Eddy,2347,1076942125,650.646,1556214.628,9.8,Very Low,9.161,Very Low,1261315.044,1051512.211,0.01,117876.27,42.58,Relatively Moderate,52.74,Relatively Moderate,2.608,1.234,Not Applicable,Not Applicable,Not Applicable,650.646,Very Low,Relatively Low,Relatively Low,650.646,Very Low,Very Low,Very Low,650.646,1076927000,2347,27225200000,28302127000,0.008,Very Low,388,92.466,480.466,1.609,Very Low,592.8,1.845,Very Low,116,3.403,650.646,1076942125,2347,27225200000,28396497753,Relatively High,86566.506,168.826,137809.515,60.019,Relatively Low,170029.831,60.134,Relatively Low,650.646,Relatively Low,Relatively Low,Very Low,0.689,650.646,1076942125,2347,27225200000,28302142125,Very High,270016.313,19270.637,289286.95,82.045,Relatively Moderate,356923.185,82.945,Relatively Moderate,Relatively High,Very Low,Very Low,488,22.142,650.646,1076942125,2347,27225200000,28302142125,Relatively Low,2731.937,735.25,3467.187,1.609,Very Low,4277.827,1.737,Very Low,Relatively Low,Very Low,Very Low,53,1.544,650.646,1076942125,2347,27225200000,28396497753,Very High,245492.339,7504.083,279023.257,47.115,Relatively Low,344259.807,46.293,Relatively Low,0.341,650.646,1076942125,2347,27225200000,28396497753,Relatively Moderate,148488.582,6545.406,157637.575,19.975,Very Low,194493.756,18.517,Very Low,199.222,259293764.9,451.971,5242863173,5534158813,Relatively High,124631.332,183.362,125428.877,67.133,Relatively Low,154754.559,67.897,Relatively Low,105,6.502,650.646,1076942125,2347,27225200000,28396497753,Very High,150100.472,25313.595,175500.988,80.285,Relatively Moderate,216533.693,80.528,Relatively Moderate
135,North Dakota,ND,Emmons,3301,4891300845,1571.013,9171511.005,62.043,Relatively Low,64.469,Relatively Low,8769309.256,7121228.798,0.072,837055.779,6.11,Very Low,62.6,Relatively High,2.647,1.046,Not Applicable,Not Applicable,Not Applicable,1522.37,Relatively Low,Relatively High,Relatively High,1522.37,Very Low,Very Low,Very Low,1522.37,4891289000,3301,38291600000,43182889000,0.011,Relatively Moderate,3024.8,719.456,3744.256,9.099,Very Low,3915.985,8.4,Very Low,103,3.1,1522.37,4891300845,3301,38291600000,43368775592,Very High,1277579.696,12173.534,1446006.714,93.238,Relatively Moderate,1512327.38,92.682,Relatively Moderate,1522.37,Relatively Low,Relatively Low,Relatively Low,1.04,1522.37,4891300845,3301,38291600000,43182900845,Relatively High,224866.073,39732.269,264598.342,80.746,Relatively Moderate,276734.066,79.314,Relatively Moderate,Relatively High,Relatively Low,Relatively Low,518,24.253,1522.37,4891300845,3301,38291600000,43182900845,Relatively High,14438.452,9710.165,24148.617,16.281,Very Low,25256.186,14.479,Very Low,Relatively Low,Very Low,Very Low,64,1.916,1522.37,4891300845,3301,38291600000,43368775592,Very High,1637172.695,58454.259,1709096.952,91.098,Relatively High,1787484.173,90.391,Relatively High,0.494,1571.013,4891300845,3301,38291600000,43368775592,Relatively High,547246.424,128082.905,679902.222,41.191,Relatively Low,711085.734,36.717,Relatively Low,144.4,2285509757,934.723,10842785337,13173088012,Very High,2019761.771,695.751,2021848.67,92.109,Relatively Moderate,2114580.156,91.537,Relatively Moderate,90,5.751,1522.37,4891300845,3301,38291600000,43368775592,Very High,1359275.983,105442.908,1464865.657,98.855,Very High,1532051.283,98.632,Very High
136,North Dakota,ND,Foster,3391,1085928024,653.391,2491283.508,18.231,Very Low,23.615,Very Low,2558277.117,1130226.663,0.045,526262.367,4.14,Very Low,86.6,Very High,2.747,0.974,Not Applicable,Not Applicable,Not Applicable,653.391,Relatively Low,Relatively High,Relatively High,653.391,Very Low,Very Low,Very Low,653.391,1085913000,3397,39405200000,40491113000,0.006,Very Low,335.7,62.137,397.837,1.052,Very Low,387.419,1.05,Very Low,117,3.419,653.391,1085928024,3391,39335600000,40557681120,Relatively High,55352.394,10734.046,161394.787,63.12,Relatively Low,157168.341,58.416,Relatively Low,653.391,Relatively Low,Relatively Low,Relatively Low,0.725,653.391,1085928024,3391,39335600000,40421528024,Very High,230541.193,29964.394,260505.586,80.446,Relatively Moderate,253683.726,77.748,Relatively Moderate,Relatively High,Very Low,Very Low,521,23.659,653.391,1085928024,3391,39335600000,40421528024,Relatively Low,2782.14,1062.318,3844.458,1.77,Very Low,3743.784,1.577,Very Low,Relatively Moderate,Very Low,Very Low,54,1.58,653.391,1085928024,3391,39335600000,40557681120,Very High,197254.312,19445.801,260305.733,44.758,Relatively Low,253489.106,36.78,Relatively Low,0.339,653.391,1085928024,3391,39335600000,40557681120,Relatively Moderate,171607.305,18000.444,193576.895,22.27,Very Low,188507.696,18.231,Very Low,80.271,148893208.2,479.434,5561432027,5732869090,Relatively Moderate,43570.055,113.017,43963.14,52.148,Very Low,42811.877,50.939,Very Low,118,7.307,653.391,1085928024,3391,39335600000,40557681120,Very High,405844.025,125461.806,531446.784,93.531,Relatively High,517529.785,92.141,Relatively High
137,North Dakota,ND,Golden Valley,1732,759441830,1012.607,1009631.468,5.282,Very Low,5.85,Very Low,941632.418,436542.197,0.025,292628.4,12.41,Very Low,47.77,Relatively Moderate,2.59,1.072,Not Applicable,Not Applicable,Not Applicable,1012.607,Relatively Low,Relatively Moderate,Relatively Moderate,1012.607,Very Low,Very Low,Very Low,1012.607,759427000,1736,20137600000,20897027000,0.011,Relatively Low,459.4,66.935,526.335,1.795,Very Low,564.344,1.718,Very Low,84,2.449,1012.607,759441830,1732,20091200000,20902468958,Relatively High,11915.771,3916.895,64282.319,43.672,Relatively Low,68924.403,40.216,Very Low,1012.607,No Rating,No Expected Annual Losses,No Rating,0.432,1012.607,751176960.1,1723.599,19993744110,20744921070,Very High,70430.965,9031.993,79462.958,56.262,Relatively Low,85201.296,54.697,Relatively Low,Relatively High,Relatively Low,Relatively Low,467,21.193,1012.607,759441830,1732,20091200000,20850641830,Relatively High,466.642,8208.094,8674.735,5.051,Very Low,9301.173,4.569,Very Low,Relatively Moderate,Very Low,Very Low,51,1.471,1012.607,759441830,1732,20091200000,20902468958,Very High,122426.987,28033.893,177460.981,34.088,Relatively Low,190276.149,30.194,Relatively Low,0.134,1012.607,759441830,1732,20091200000,20902468958,Relatively High,42388.948,41575.903,84811.505,14.919,Very Low,90936.084,12.249,Very Low,16.794,91690987.49,211.612,2454704492,2550760665,Relatively Low,7624.916,1119.929,8787.264,25.453,Very Low,9421.827,24.817,Very Low,63,3.901,1012.607,759441830,1732,20091200000,20902468958,Very High,147484.667,71162.837,218676.15,83.596,Relatively High,234467.631,81.96,Relatively Moderate
138,North Dakota,ND,Grand Forks,73042,15976890088,1453.949,24005090.68,82.914,Relatively Moderate,85.515,Relatively Moderate,25902118.11,20156137.19,0.241,2794208.647,34.4,Relatively Low,87.05,Very High,2.749,0.927,Not Applicable,Not Applicable,Not Applicable,1453.949,Very Low,Very High,Very High,1453.949,Very Low,Very Low,Very Low,1453.949,15976643000,73170,849000000000,865000000000,0.008,Very Low,6532.5,1572.928,8105.428,15.63,Very Low,8442.109,15.081,Very Low,143,4.193,1453.949,15976890088,73042,847000000000,864000000000,Relatively High,3356266.76,11595.508,3378632.008,97.146,Relatively High,3388874.666,97.009,Relatively High,1453.949,Relatively Low,Relatively Moderate,Relatively Moderate,0.392,1453.949,15976890088,73042,847000000000,863000000000,Relatively High,924813.049,343817.796,1268630.845,95.636,Relatively High,1280855.756,95.237,Relatively High,Relatively Moderate,Relatively Low,Relatively Low,391,17.742,1453.949,15976890088,73042,847000000000,863000000000,Relatively Low,12271.412,37684.303,49955.715,31.306,Relatively Low,51107.987,26.802,Very Low,Relatively Moderate,Relatively High,Relatively High,77,2.243,1453.949,15976890088,73042,847000000000,864000000000,Relatively High,2878021.959,422285.917,3301346.224,97.022,Relatively High,3322942.39,96.468,Relatively High,1.039,1453.949,15976890088,73042,847000000000,864000000000,Very Low,1819474.925,233533.149,2066221.672,71.03,Relatively Moderate,2075933.572,66.656,Relatively Low,123.349,601486831,2377.959,27584321846,28216100993,Very Low,71808.819,1054.184,73066.924,60.547,Very Low,66008.666,57.143,Very Low,126.046,7.805,1453.949,15976890088,73042,847000000000,864000000000,Relatively Low,531080.513,16974.047,548458.372,93.655,Relatively High,550858.061,92.905,Relatively High
139,North Dakota,ND,Grant,2299,1161847905,1682.833,1872178.666,12.504,Very Low,14.237,Very Low,1776556.532,948187.29,0.039,452499.893,8.98,Very Low,37.24,Relatively Low,2.547,1.054,Not Applicable,Not Applicable,Not Applicable,1682.833,Relatively Low,Relatively High,Relatively High,1682.833,Very Low,Very Low,Very Low,1682.833,1161834000,2301,26691600000,27853434000,0.007,Very Low,376.9,72.249,449.149,1.455,Very Low,473.325,1.368,Very Low,103,3.005,1682.833,1161847905,2299,26668400000,27925426110,Very High,329398.62,10326.638,417962.227,79.901,Relatively Moderate,440458.804,78.046,Relatively Low,1682.833,Relatively Low,Relatively Low,Relatively Low,0.891,1682.833,1161846502,2298.993,26668317034,27830163537,Relatively Moderate,19275.772,24904.343,44180.116,45.503,Relatively Low,46558.085,43.604,Relatively Low,Relatively High,Relatively Low,Relatively Low,532,24.163,1682.833,1161847905,2299,26668400000,27830247905,Relatively High,4707.46,11076.392,15783.851,10.264,Very Low,16633.408,8.816,Very Low,Very High,Very Low,Very Low,67,1.97,1682.833,1161847905,2299,26668400000,27925426110,Very High,253472.468,32291.075,302068.001,49.566,Relatively Low,318326.637,43.875,Relatively Low,0.431,1682.833,1161847905,2299,26668400000,27925426110,Relatively Moderate,79450.703,47147.225,128206.206,17.68,Very Low,135106.832,14.795,Very Low,135.129,408353970.4,776.138,9003200402,9437330949,Relatively High,95584.922,121.97,95905.344,63.57,Relatively Low,101067.394,63.315,Very Low,81,5.015,1682.833,1161846502,2298.993,26668317034,27925341742,Very High,160166.808,85836.728,246071.173,85.794,Relatively High,259315.812,84.06,Relatively Moderate
140,North Dakota,ND,Griggs,2300,710338670,723.814,2173369.986,15.59,Very Low,20.706,Very Low,2304260.225,840677.43,0.028,324630.174,3.76,Very Low,92.46,Very High,2.784,0.943,Not Applicable,Not Applicable,Not Applicable,723.814,Relatively Low,Relatively High,Relatively High,723.814,Very Low,Very Low,Very Low,723.814,710324000,2306,26749600000,27459924000,0.005,Very Low,178.2,35.642,213.842,0.402,Very Low,201.695,0.35,Very Low,139,4.086,723.814,710338670,2300,26680000000,27521800192,Very High,173974.803,13370.546,442705.095,80.614,Relatively Moderate,417557.859,77.219,Relatively Low,723.814,Relatively Low,Relatively Low,Very Low,0.715,723.814,710325465.1,2299.917,26679036023,27389361488,Very High,181043.7,19948.505,200992.205,76.549,Relatively Moderate,189575.128,71.952,Relatively Moderate,Relatively High,Relatively Low,Relatively Low,510,23.162,723.814,710338670,2300,26680000000,27390338670,Relatively Low,1826.506,725.173,2551.679,1.062,Very Low,2406.735,0.869,Very Low,Relatively Moderate,Very Low,Very Low,71,2.063,723.814,710338670,2300,26680000000,27521800192,Very High,157931.863,17435.517,333206.499,52.14,Relatively Low,314279.176,43.493,Relatively Low,0.478,723.814,710338670,2300,26680000000,27521800192,Relatively Moderate,127703.544,16415.668,151146.157,19.51,Very Low,142560.514,15.24,Very Low,127.107,162858832.7,508.438,5897875152,6085594593,Relatively Moderate,41996.38,2220.851,44472.436,52.37,Very Low,41946.242,50.716,Very Low,117,7.245,723.814,710338670,2300,26680000000,27521800192,Relatively High,130980.696,29905.734,161021.372,78.149,Relatively Moderate,151874.781,73.878,Relatively Moderate
141,North Dakota,ND,Hettinger,2487,3470700064,1145.233,3776274.861,31.626,Very Low,37.357,Very Low,3884950.645,3149706.531,0.033,379768.629,8.27,Very Low,38.54,Relatively Low,2.552,0.972,Not Applicable,Not Applicable,Not Applicable,1145.233,Relatively Low,Relatively Moderate,Relatively Moderate,1145.233,Very Low,Very Low,Very Low,1145.233,3470675000,2489,28872400000,32343075000,0.016,Relatively High,3171.7,1270.02,4441.72,10.306,Very Low,4310.491,9.354,Very Low,98,2.857,1145.233,3470700064,2487,28849200000,32396286873,Very High,809599.015,6512.443,894488.05,88.865,Relatively Moderate,869190.191,87.178,Relatively Moderate,1145.233,Relatively Low,Very Low,Very Low,0.604,1145.233,3470700064,2487,28849200000,32319900064,Very High,447176.057,18272.711,465448.768,87.875,Relatively High,453553.609,85.943,Relatively High,Relatively High,Relatively Low,Very Low,545,24.738,1145.233,3470700064,2487,28849200000,32319900064,Relatively High,13576.044,12371.941,25947.985,17.181,Very Low,25220.094,14.447,Very Low,Relatively Low,Very Low,Very Low,59,1.733,1145.233,3470700064,2487,28849200000,32396286873,Very High,731034.959,39090.55,819405.034,78.877,Relatively Moderate,796295.735,73.56,Relatively Moderate,0.241,1145.233,3470700064,2487,28849200000,32396286873,Relatively High,225795.3,64075.166,290877.001,27.016,Very Low,282650.306,22.622,Very Low,100.616,753096722.8,392.595,4554097502,5317109941,Very High,37254.22,1754.716,39032.233,50.684,Very Low,38042.935,48.966,Very Low,74,4.582,1145.233,3470700064,2487,28849200000,32396286873,Very High,847709.312,34271.558,882030.462,96.998,Very High,856485.41,96.341,Relatively High
142,North Dakota,ND,Kidder,2383,939873394,1447.279,1997465.059,13.777,Very Low,18.787,Very Low,2163544.388,963007.135,0.053,619542.103,9.58,Very Low,30.04,Relatively Low,2.517,0.923,Not Applicable,Not Applicable,Not Applicable,1447.279,Relatively Low,Relatively High,Relatively High,1447.279,Very Low,Very Low,Very Low,1447.279,939863000,2394,27770400000,28710263000,0.004,Very Low,220.5,39.569,260.069,0.495,Very Low,240.105,0.445,Very Low,89,2.604,1447.279,939873394,2383,27642800000,28713004801,Relatively High,51585.871,7216.503,84015.793,49.473,Relatively Low,77566.521,42.666,Very Low,1447.279,Relatively Low,Relatively Low,Very Low,0.921,1447.279,939873394,2383,27642800000,28582673394,Very High,239504.971,28122.194,267627.165,80.946,Relatively Moderate,247083.403,77.382,Relatively Moderate,Relatively High,Very Low,Very Low,594,26.969,1447.279,939873394,2383,27642800000,28582673394,Relatively Moderate,3313.082,7861.593,11174.675,6.692,Very Low,10316.878,5.18,Very Low,No Rating,No Expected Annual Losses,No Rating,50,1.452,1447.279,939873394,2383,27642800000,28713004801,Very High,165231.528,31767.352,224418.269,40.136,Relatively Low,207191.335,31.689,Relatively Low,0.484,1447.279,939873394,2383,27642800000,28713004801,Relatively Moderate,114619.897,101154.084,219575.947,23.604,Very Low,202720.723,18.804,Very Low,171.076,304885645.5,577.077,6694088030,7045162074,Relatively High,49522.783,58.803,49803.351,54.152,Very Low,45980.315,51.829,Very Low,108,6.687,1447.279,939873394,2383,27642800000,28713004801,Very High,337599.885,145914.988,483638.364,92.572,Relatively High,446513.018,90.55,Relatively High
